title,version,lyrics,cleaned_lyrics
Rain,Original,"
[Verse 1]
Can you help me out, can you lend me a hand?
It's safe to say that I'm stuck again
Trapped between this life and the light
I just can't figure out, how to make it right
[Pre-Chorus]
A thousand times before
I've wondered if there's something more, something more
[Chorus]
I feel it's going to rain like this for days
So let it rain down and wash everything away
I hope that tomorrow the sun will shine
With every tomorrow comes another life
I feel it's going to rain, for days and days
(I feel it's going to rain)
[Verse 2]
I tried to figure out, I can't understand
What it means to be whole again
Trapped between the truth and the consequence
Nothing's real, nothing's making sense
[Pre-Chorus]
A thousand times before
I've wondered if there's something more, something more
[Chorus]
I feel it's going to rain like this for days
So let it rain down and wash everything away
I hope that tomorrow the sun will shine
I feel it's going to rain like this, rain like this, rain like this
[Bridge]
Fall down, wash away my yesterdays
Fall down, so let the rain fall down on me
[Chorus]
I feel it's going to rain like this for days
So let it rain down and wash everything away
I hope that tomorrow the sun will shine
I feel it's going to rain like this, rain like this
[Outro]
So let the rain fall
I feel it's going to rain like this rain like this
So let the rain fall down
I feel it's going to rain like this
I feel it's going to rain

",help lend hand safe say stuck trapped life light ca figure make right thousand time wondered something something feel going rain like day let rain wash everything away hope tomorrow sun shine every tomorrow come another life feel going rain day day feel going rain tried figure ca understand mean whole trapped truth consequence nothing real nothing making sense thousand time wondered something something feel going rain like day let rain wash everything away hope tomorrow sun shine feel going rain like rain like rain like fall wash away yesterday fall let rain fall feel going rain like day let rain wash everything away hope tomorrow sun shine feel going rain like rain like let rain fall feel going rain like rain like let rain fall feel going rain like feel going rain
Reach Out,Original,"
Welcome friends
I have nothing to hide
The journey's end has left a mark inside
I'm sure you've heard the rumors, jealousies
And all the lies
I do not fear you
Do you fear me?
Love again
I reach out
Can't give in
Learn to listen to that voice within my soul
I reach out
Can't give in
Learn to listen to it
No victims
These choices were all mine
Looking within
These scars will heal with time
There's no excuse for weakness, selfishness
Or compromise
I do not fear you
Do you fear me?
Love again
I reach out
Can't give in
Learn to listen to that voice within my soul
I reach out
Can't give in
Learn to listen to it
I reach out
I reach out
Can't give in
Can't give in
I reach out (I reach out)
I give in
Can we start again?
I finally hear this reason
I wish there was no fall
I'll never be alone again
Screaming at the walls
I reach out
I reach out
I reach out
I reach out
I reach out
Can't give in
Learn to listen to that voice within my soul
I reach out
Can't give in
Learn to listen to it
I reach out
Can't give in
Learn to listen to that voice within my soul
I reach out
Can't give in
Learn to listen to it
Learn to listen to it
Learn to listen to it
Listen to that voice within my soul

",welcome friend nothing hide journey end left mark inside sure heard rumor jealousy lie fear fear love reach ca give learn listen voice within soul reach ca give learn listen victim choice mine looking within scar heal time excuse weakness selfishness compromise fear fear love reach ca give learn listen voice within soul reach ca give learn listen reach reach ca give ca give reach reach give start finally hear reason wish fall never alone screaming wall reach reach reach reach reach ca give learn listen voice within soul reach ca give learn listen reach ca give learn listen voice within soul reach ca give learn listen learn listen learn listen listen voice within soul
Riders on the Storm,Original,"
[Chorus]
Riders on the storm
Riders on the storm
Into this house we're born
Into this world we're thrown
Like a dog without a bone
An actor out on loan
Riders on the storm
[Verse]
There's a killer on the road
His brain is squirming like a toad
Take a long holiday
Let your children play
If you give this man a ride
Sweet family will die
Killer on the road
Girl, you got to love your man[x2]
Take him by the hand
Make him understand
The world on you depends
Our life will never end
Girl, you got to love your man
[Chorus]
[Outro]
Riders on the storm[x4]

",rider storm rider storm house born world thrown like dog without bone actor loan rider storm killer road brain squirming like toad take long holiday let child play give man ride sweet family die killer road girl got love man take hand make understand world depends life never end girl got love man rider storm
Roadhouse Blues,"Live at Woodstock, 1999 / Remastered 2024","
[Intro]
Well, thirty years ago, at the original Woodstock
This man we're about to introduce
Decided not to play
And we called him up and said
""Hey man, come jam with us""
This is Robby Krieger from The Doors, man
Alright
Hey, are these guys great or what? Come on
Come on
[Verse 1]
Keep your eyes on the road, your hands upon the wheel
Keep your eyes on the road, your hands upon the wheel
Going to the Roadhouse, gonna have a real
Good time
[Verse 2]
Well, back at the Roadhouse, we got some bungalows
Well, back at the Roadhousе, we got some bungalows
That's wherе the people like to go down slow
[Chorus]
Let it roll, baby, roll
Let it roll, baby, roll
Let it roll, baby, roll
Let it roll
All night long
[Interlude]
Robby Krieger
[Bridge]
Baby, roll, you gotta thrill my soul, that's alright
Baby, roll, you gotta thrill my soul, you gotta
[Non-Lyrical Vocals]
Ashen lady
Ashen lady
Give up your vows
Give up your vows
Save our city
Save our city
(Right now)
Right now, right now, right now, hey
[Verse 3]
Woke up this morning and I got myself a beer
Woke up this morning and I (Got myself a beer) Yeah
I woke up this morning and I (Got myself a beer) Yeah
I woke up this morning and I (Got myself a beer)
I woke up this morning and I got myself a beer
The future's uncertain and the end is always clear
[Chorus]
Let it roll, baby, roll
Let it roll, baby, roll
(Roll, baby, roll)
Let it roll
All night long
[Outro]
Yeah, Robby Krieger
Yeah
Yeah

",well thirty year ago original woodstock man introduce decided play called said hey man come jam u robby krieger door man alright hey guy great come come keep eye road hand upon wheel keep eye road hand upon wheel going roadhouse gon na real good time well back roadhouse got bungalow well back roadhousе got bungalow wherе people like go slow let roll baby roll let roll baby roll let roll baby roll let roll night long robby krieger baby roll got ta thrill soul alright baby roll got ta thrill soul got ta ashen lady ashen lady give vow give vow save city save city right right right right hey woke morning got beer woke morning got beer yeah woke morning got beer yeah woke morning got beer woke morning got beer future uncertain end always clear let roll baby roll let roll baby roll roll baby roll let roll night long yeah robby krieger yeah yeah
Roadhouse Blues - Live at Woodstock / 1999,Original,"
[Verse 1]
Keep your eyes on the road, your hands upon the wheel[x2]
Yeah, we're going to the roadhouse, going to have a real good time
Yeah, the back of the roadhouse, they got some bungalows[x2]
And that's for the people who like to go down slow
[Chorus]
Let it roll, baby, roll[x3]
Let it roll all night long
[Verse 2]
You've got to roll, roll, roll
You've got to thrill my soul, all right
Roll, roll, roll, roll
Thrill my soul
Ashen lady[x2]
Give up your vows[x2]
Save our city[x2]
Right now
[Bridge]
When I woke up this morning, I got myself a beer[x2]
The future's uncertain and the end is always near
[Chorus]

",keep eye road hand upon wheel yeah going roadhouse going real good time yeah back roadhouse got bungalow people like go slow let roll baby roll let roll night long got roll roll roll got thrill soul right roll roll roll roll thrill soul ashen lady give vow save city right woke morning got beer future uncertain end always near
Say I,Original,"
[Verse 1]
The dust has finally settled on the field of human clay
Just enough light has shown through to tell the night from the day
We're incomplete and hollow
For our maker has gone away
[Pre-Chorus]
Who is to blame?
We'll surely melt in the rain
Say I
Say I
[Chorus]
Say I
Say I
Say I
Say I
[Verse 2]
The stillness is so lifeless with no spirit in your soul
Like children with no vision do exactly what they're told
Being led into the desert
For your strength will surely fade
[Pre-Chorus]
Who is to blame?
We'll surely melt in the rain
Say I
Say I
[Chorus]
Say I
Say I
Say I
[Post-Chorus]
Say I
Say I
Say I
Say I
Come on
[Bridge]
Frantic (Frantic, faction, focus)
Focus (The world breathes and out forms this misconception)
We speak, they don't own us (That we call man)
So look inside (But I don't know him, no, I don't know him)
And see they lie (Because he lies)
[Outro]
Say I, yeah
Say I, yeah
Say I
Say I
Say I
Say I
Say I

",dust finally settled field human clay enough light shown tell night day incomplete hollow maker gone away blame surely melt rain say say say say say say stillness lifeless spirit soul like child vision exactly told led desert strength surely fade blame surely melt rain say say say say say say say say say come frantic frantic faction focus focus world breathes form misconception speak u call man look inside know know see lie lie say yeah say yeah say say say say say
Signs,Original,"
[Verse 1]
This is not about age
Time served on the earth doesn't mean you grow in mind
Grow in mind
This is not about God
Spiritual insinuations seem to shock our nation
Our nation, yeah
[Chorus]
Come with me, I'm fading
Underneath the lights
Come with me, come with me
Come with me now
[Verse 2]
This is not about race
It's a decision to stop the division in your life
In our lives
This is not about sex (Sex!)
We all know sex sells and the whole world is buying
We're buying, yeah
[Chorus]
Come with me, I'm fading
Underneath the lights
Come with me, come with me
Come with me now
[Bridge]
Can't you see the signs?
See the signs now
Can't you see the signs?
See the signs now
Can't you see the signs?
See the signs now
Can't you see the signs?
See the signs now
Can't you see the signs?
See the signs now
Can't you see the signs?
See the signs now
Yeah, come on
See them, yeah
[Chorus]
Come with me, I'm fading
Underneath the lights
Come with me, come with me
Come with me now
[Outro]
Can't you see them?
See the signs, you see them
All the signs, we see them
Can't you see them?
See the signs, you see them
All the signs, we see them

",age time served earth mean grow mind grow mind god spiritual insinuation seem shock nation nation yeah come fading underneath light come come come race decision stop division life life sex sex know sex sell whole world buying buying yeah come fading underneath light come come come ca see sign see sign ca see sign see sign ca see sign see sign ca see sign see sign ca see sign see sign ca see sign see sign yeah come see yeah come fading underneath light come come come ca see see sign see sign see ca see see sign see sign see
Silent Teacher,Original,"
[Verse 1]
Silent teacher, hold my hand
And lead me to the promised land like gold
Silent teacher, please define
Is ordinary life, it won't be me to find it, me to find it
[Chorus]
I work well with my head in the clouds
I won't stumble when I walk a fine line
Can you tell me which way to go?
So I can bury you with all of my might
[Verse 2]
Silent teacher, promise me
Am I who you want me to be?
Silent teacher, promise me
Is ordinary life, it won't be me to find it, me to find it
[Chorus]
I work well with my head in the clouds
I won't stumble when I walk a fine line
Can you tell me which way to go?
So I can bury you with all of my might
[Bridge]
Can we save everyone?
Or do we wait until the damage is done?
Can we save everyone?
Or do we wait until the damage is done?
[Guitar Solo]
[Chorus]
I work well with my head in the clouds
I won't stumble when I walk a fine line
Can you tell me which way to go?
So I can bury you with all of my might
I work well with my head in the clouds
I won't stumble when I walk a fine line
And can you tell me which way to go?
So I can bury you with all of my might
[Outro]
Can we save everyone?
Or do we wait until the damage is done?
Can we save everyone?
Or do we wait until the damage is done?

",silent teacher hold hand lead promised land like gold silent teacher please define ordinary life wo find find work well head cloud wo stumble walk fine line tell way go bury might silent teacher promise want silent teacher promise ordinary life wo find find work well head cloud wo stumble walk fine line tell way go bury might save everyone wait damage done save everyone wait damage done work well head cloud wo stumble walk fine line tell way go bury might work well head cloud wo stumble walk fine line tell way go bury might save everyone wait damage done save everyone wait damage done
Sister,Original,"
[Verse 1]
Caught up in the middle
Had no choice, had no choice
Birthright forgotten
So silent, no voice
[Refrain]
I see you, you know who
Little sister, little sister
[Pre-Chorus]
Now realized little sister
Over looked little girl
Now realized little sister
Over looked little girl
[Chorus]
Bottled up and empty holding back
At loss, your forgotten getting back, get back
Bottled up and empty holding back
At loss, your forgotten getting back
Get back, get back, get back, yeah
[Verse 2]
Expectations of another
Love given to the younger
Broken father, broken brother
Emptiness feeds the hunger
[Refrain]
I see you, you know who
Little sister, little sister
[Pre-Chorus]
Now realized little sister
Over looked little girl
Now realized little sister
Over looked little girl
[Chorus]
Bottled up and empty holding back
At loss, your forgotten getting back, get back
Bottled up and empty holding back
At loss, your forgotten getting back
Get back, get back, get back, yeah
[Outro]
Now realized little sister
Over looked little girl
Now realized little sister
Over looked little girl
Change
Change
Change

",caught middle choice choice birthright forgotten silent voice see know little sister little sister realized little sister looked little girl realized little sister looked little girl bottled empty holding back loss forgotten getting back get back bottled empty holding back loss forgotten getting back get back get back get back yeah expectation another love given younger broken father broken brother emptiness feed hunger see know little sister little sister realized little sister looked little girl realized little sister looked little girl bottled empty holding back loss forgotten getting back get back bottled empty holding back loss forgotten getting back get back get back get back yeah realized little sister looked little girl realized little sister looked little girl change change change
Stand Here With Me,Original,"
[Verse 1]
You always reached out to me and helped me believe
All those memories we share, I will cherish every one of them
For the truth of it is there's a right way to live and you showed me
So now you live on in the words of a song, you're a melody
[Chorus]
'Cause you stand here with me now, yeah
'Cause you stand here with me now, yeah
[Verse 2]
Just when the fear blinded me, you taught me to dream
I'll give you everything I am and still fall short of what you've done for me
In this life that I live I hope I can give love unselfishly
I've learned the world is bigger than me you're my daily dose of reality
[Chorus]
'Cause you stand here with me now, yeah
'Cause you stand here with me now, yeah
On and on we sing this song
'Cause you stand here with me
[Guitar Solo]
[Outro]
On and on we sing
On and on we sing
On and on we sing
On and on we sing  (On and on we sing this song)
On and on we sing
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
('Cause you stand here with me)
On and on we sing (On and on we sing this song)
'Cause you stand here with me!

",always reached helped believe memory share cherish every one truth right way live showed live word song melody stand yeah stand yeah fear blinded taught dream give everything still fall short done life live hope give love unselfishly learned world bigger daily dose reality stand yeah stand yeah sing song stand sing sing sing sing sing song sing sing sing song stand sing sing song sing sing song stand sing sing song stand sing sing song stand sing sing song stand sing sing song stand sing sing song stand sing sing song stand sing sing song stand
Suddenly,Original,"
[Verse 1]
A nature to nurture, an instinct to sin
What's underneath the skin you live in?
You trade your unlimited, your precious creation
You will submit, you will give in
[Chorus]
Suddenly I have no strength at all
So suddenly hit with all I've lost
Suddenly my world is falling apart
So suddenly, so suddenly
Suddenly
[Verse 2]
You say you're a victim, but that's just a symptom
It's so very clear you volunteered
Why are you fighting just stop your denying
Own up to the sin you bury within
[Chorus]
Suddenly I have no strength at all
So suddenly hit with all I've lost
Suddenly my world is falling apart
So suddenly, so suddenly
Suddenly
[Bridge]
I have no strength at all
I've been hit with a loss
So suddenly my world falls apart
I have no strength at all
I've been hit with a loss
Suddenly my world falls apart
(My world) Falls apart (My world)
[Chorus]
Suddenly I have no strength at all
So suddenly hit with all I've lost
Suddenly my world is falling apart
So suddenly, so suddenly
Suddenly I have no strength at all
So suddenly hit, so suddenly hit
Suddenly my world is falling apart
So suddenly, so suddenly
Suddenly
[Outro]
Suddenly my world falls apart
(My world) Falls apart (My world)

",nature nurture instinct sin underneath skin live trade unlimited precious creation submit give suddenly strength suddenly hit lost suddenly world falling apart suddenly suddenly suddenly say victim symptom clear volunteered fighting stop denying sin bury within suddenly strength suddenly hit lost suddenly world falling apart suddenly suddenly suddenly strength hit loss suddenly world fall apart strength hit loss suddenly world fall apart world fall apart world suddenly strength suddenly hit lost suddenly world falling apart suddenly suddenly suddenly strength suddenly hit suddenly hit suddenly world falling apart suddenly suddenly suddenly suddenly world fall apart world fall apart world
The Song You Sing,Original,"
[Verse 1]
Woke up and had a face to face
Guess my reflection had a lot to say
Why let my worries steal my days
It just brings me down
[Chorus]
Does the song you sing have enough meaning?
Inspire us to sing along
Does the song you sing Keep echoing?
Inspire us to sing the song you sing
[Verse 2]
What's wrong with the world today
Tell me what's all the talk about
Lately, I've been in a real bad place
Can't let the world bring me down
[Chorus]
Does the song you sing have enough meaning?
Inspire us to sing along
Does the song you sing Keep echoing?
Inspire us to sing the song you sing
[Bridge]
I hope (I hope)
The words I wrote (The words I wrote)
Keep calling out (Keep calling out)
Keep calling out
Forever (Forever)
Let them sing (Let them sing)
That song you sing, that song you sing
I hope (I hope)
The words I wrote (The words I wrote)
Keep calling out, keep calling out
Forever (Forever)
Let them ring (Let them ring)
Hear them echoing, hear them echoing
[Chorus]
Does the song you sing have enough meaning?
Inspire us to sing along
Does the song you sing Keep echoing?
Inspire us to sing the song you sing
[Outro]
The song you sing, the song you sing
It's the song you sing, it's the life you bring
It's why I sing the song you sing

",woke face face guess reflection lot say let worry steal day brings song sing enough meaning inspire u sing along song sing keep echoing inspire u sing song sing wrong world today tell talk lately real bad place ca let world bring song sing enough meaning inspire u sing along song sing keep echoing inspire u sing song sing hope hope word wrote word wrote keep calling keep calling keep calling forever forever let sing let sing song sing song sing hope hope word wrote word wrote keep calling keep calling forever forever let ring let ring hear echoing hear echoing song sing enough meaning inspire u sing along song sing keep echoing inspire u sing song sing song sing song sing song sing life bring sing song sing
Time,Original,"
[Verse 1]
I can't explain, can't quite put my finger on it
The difference that makes us so different
We've said everything, our words only betrayed us
Nothing is left nothing was left unsaid
[Chorus]
This time I have nothing left to lose
I'm stuck the second hand won't move
It's about time that I speak my mind
It's about time, about time I find
Pieces of me I have lost
Without any choice I move on
Hey time, you're no friend of mine
Hey time, you're no friend of mine
[Verse 2]
You cover yourself you cover your skin
You cover yourself like you cover your sins
Please untie my hands, I'm a sinner, I'm a man
I ask for one minute to make you understand
[Chorus]
This time I have nothing left to lose
I'm stuck the second hand won't move
It's about time that I speak my mind
It's about time, about time I find
Pieces of me I have lost
Without any choice I move on
Hey time, you're no friend of mine
Hey time, you're no friend of mine
[Bridge]
Will you be there to catch me when I stumble, when I fall
When I fall
It's so very clear you left me when I had no one at all
No one at all
Who will be there to catch me, to catch me when I stumble, when I fall?
When I fall
It's so very clear you left me, you left me with no one at all
No one at all
[Chorus]
This time I have nothing left to lose
I'm stuck the second hand won't move
It's about time that I speak my mind
It's about time, about time I find
Pieces of me I have lost
Without any choice I move on
Hey time, you're no friend of mine
Hey time, you're no friend of mine
[Outro]
No friend of mine
Time, you're no friend of mine
You're no friend of mine
Hey time, you're no friend of mine
Hey time, you're no friend of mine
The pieces of me I have lost
Without any choice I move on
Time
Time you're no friend of mine

",ca explain ca quite put finger difference make u different said everything word betrayed u nothing left nothing left unsaid time nothing left lose stuck second hand wo move time speak mind time time find piece lost without choice move hey time friend mine hey time friend mine cover cover skin cover like cover sin please untie hand sinner man ask one minute make understand time nothing left lose stuck second hand wo move time speak mind time time find piece lost without choice move hey time friend mine hey time friend mine catch stumble fall fall clear left one one catch catch stumble fall fall clear left left one one time nothing left lose stuck second hand wo move time speak mind time time find piece lost without choice move hey time friend mine hey time friend mine friend mine time friend mine friend mine hey time friend mine hey time friend mine piece lost without choice move time time friend mine
To Whom It May Concern,Original,"
[Verse 1]
Woah, I didn't mean to yell
But sometimes I get beside myself
And oh, I didn't mean to rush you
But time keeps pushing so much
Oh, time keeps pushing so much
[Chorus]
Your eyes stare at me in the dark
And I hope those eyes don't steal my freedom
My freedom
[Instrumental Break]
[Verse 2]
Oh, if I didn't give it all
When I stood, you made me crawl
And oh, if you never heard the song
Then I could still hide down behind the wall
Then I could still hide down behind the wall
[Chorus]
Your eyes stare at me in the dark
And I hope those eyes don't steal my freedom
My freedom
And I hope those eyes don't steal my freedom
My freedom
[Bridge]
Oh, my freedom
Sad eyes, those eyes
Said don't steal my freedom
[Chorus]
Your eyes stare at me in the dark
And I hope those eyes don't steal my freedom
My freedom
Your eyes stare at me in the dark
And I hope those eyes don't steal my freedom
My freedom
[Outro]
Oh, my freedom
Sad eyes, those eyes
Sad eyes, those eyes
Said don't steal my freedom

",woah mean yell sometimes get beside oh mean rush time keep pushing much oh time keep pushing much eye stare dark hope eye steal freedom freedom oh give stood made crawl oh never heard song could still hide behind wall could still hide behind wall eye stare dark hope eye steal freedom freedom hope eye steal freedom freedom oh freedom sad eye eye said steal freedom eye stare dark hope eye steal freedom freedom eye stare dark hope eye steal freedom freedom oh freedom sad eye eye sad eye eye said steal freedom
Torn,Original,"
[Verse 1]
Peace is what they tell me
Love, am I unholy?
[Pre-Chorus]
Lies are what they tell me
Despise you that control me
[Chorus]
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes, I'm the one who
The only one who
Would carry on this far
[Verse 2]
Torn, I'm filthy
Born in my own misery
[Pre-Chorus]
Stole all that you gave me
Control, you claim you save me
[Chorus]
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes, I'm the one who
The only one who
Would carry on this far
[Bridge]
Peace in my head
Love in my head
Lies, lies, lies, lies in my head
[Chorus]
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes, I'm the one who
The only one who
Would carry on this far
[Outro]
The peace is dead in my soul
I have blamed the reasons for
My intentions poor
Yes, I'm the one who
The only one who
Would carry on this far

",peace tell love unholy lie tell despise control peace dead soul blamed reason intention poor yes one one would carry far torn filthy born misery stole gave control claim save peace dead soul blamed reason intention poor yes one one would carry far peace head love head lie lie lie lie head peace dead soul blamed reason intention poor yes one one would carry far peace dead soul blamed reason intention poor yes one one would carry far
Unforgiven,Original,"
[Verse 1]
I kept up with the prophecies you spoke
I kept up with the message inside
Lost sight of the irony of twisted faith
Lost sight of my soul and its void
[Chorus]
Think I
Think I'm unforgiven to this world
Think I
Think I'm unforgiven to this world, yeah
[Verse 2]
Took a chance at deceiving myself
To share in the consequence of lies
Childish with my reasoning and pride
Godless to the extent that I died
[Chorus]
Think I
Think I'm unforgiven to this world
Think I
Think I'm unforgiven to this world
Think I'm unforgiven
[Bridge]
No more raping innocence
No more raping innocence
No more raping innocence
No more raping innocence
Step inside the light and see
The fear of God burn inside of me
The gold was put to flame, to kill
To burn, to mold its purity
[Chorus]
Think I
Think I'm unforgiven to this world
Think I
Think I'm unforgiven to this world
Think I'm unforgiven

",kept prophecy spoke kept message inside lost sight irony twisted faith lost sight soul void think think unforgiven world think think unforgiven world yeah took chance deceiving share consequence lie childish reasoning pride godless extent died think think unforgiven world think think unforgiven world think unforgiven raping innocence raping innocence raping innocence raping innocence step inside light see fear god burn inside gold put flame kill burn mold purity think think unforgiven world think think unforgiven world think unforgiven
Wash Away The Years,Original,"
She came calling one early morning
She showed her crown of thorns
She whispered softly to tell a story
About how she had been wronged
As she lay lifeless
He stole her innocence
And this is how she carried on
This is how she carried on
Well, I guess she closed her eyes
And just imagined everything's alright
But she could not hide her tears
'Cause they were sent to wash away those years
They were sent to wash away those years
My anger's violent but still I'm silent
When tragedy strikes at home
I know this decadence is shared by millions
Remember you're not alone
Remember you're not alone
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears
'Cause they were sent to wash away those years
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears
'Cause they were sent to wash away those years
They were sent to wash away those years
Maybe, we can wash away those moon's
For we have crossed many oceans
And we labor in between
In life there are many quotients
And I hope I find the mean's
The mean's, the mean's
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears
'Cause they were sent to wash away those years
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears
'Cause they were sent to wash away those years
Maybe, we can wash away those years
I hope that you can wash away those years

",came calling one early morning showed crown thorn whispered softly tell story wronged lay lifeless stole innocence carried carried well guess closed eye imagined everything alright could hide tear sent wash away year sent wash away year anger violent still silent tragedy strike home know decadence shared million remember alone remember alone well close eye imagine everything alright hide tear sent wash away year well close eye imagine everything alright hide tear sent wash away year sent wash away year maybe wash away moon crossed many ocean labor life many quotient hope find mean mean mean well close eye imagine everything alright hide tear sent wash away year well close eye imagine everything alright hide tear sent wash away year maybe wash away year hope wash away year
Wash Away Those Years,Original,"
[Verse 1]
She came calling one early morning
She showed her crown of thorns
She whispered softly to tell a story
About how she had been wronged
As she lay lifeless
He stole her innocence
And this is how she carried on
This is how she carried on
[Chorus]
Well, I guess she closed her eyes
And just imagined everything's alright
But she could not hide her tears
'Cause they were sent to wash away those years
They were sent to wash away those years
[Verse 2]
My anger's violent, but still I'm silent
When tragedy strikes at home
I know this decadence is shared by millions
Remember you're not alone
Remember you're not alone
[Chorus]
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears
'Cause they were sent to wash away those years
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears
'Cause they were sent to wash away those years
They were sent to wash away those years
Maybe we can wash away those years
[Bridge]
For we have crossed many oceans
And we labor in between
In life, there are many quotients
And I hope I find the mean (The mean, the mean)
[Chorus]
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears
'Cause they were sent to wash away those years
Well, if you just close your eyes
And just imagine everything's alright
But do not hide your tears (Hide your tears)
'Cause they were sent to wash away those years
Maybe we can wash away those years
I hope that you can wash away those years

",came calling one early morning showed crown thorn whispered softly tell story wronged lay lifeless stole innocence carried carried well guess closed eye imagined everything alright could hide tear sent wash away year sent wash away year anger violent still silent tragedy strike home know decadence shared million remember alone remember alone well close eye imagine everything alright hide tear sent wash away year well close eye imagine everything alright hide tear sent wash away year sent wash away year maybe wash away year crossed many ocean labor life many quotient hope find mean mean mean well close eye imagine everything alright hide tear sent wash away year well close eye imagine everything alright hide tear hide tear sent wash away year maybe wash away year hope wash away year
Weathered,Original,"
[Verse 1]
I lie awake on a long, dark night
I can't seem to tame my mind
Slings and arrows are killing me inside
Maybe I can't accept the life that's mine, no
Maybe I can't accept the life that's mine
[Verse 2]
Simple living is my desperate cry
Been trading love with indifference
And yeah, it suits me just fine
I try to hold on but I'm calloused to the bone
Maybe that's why I feel alone, yeah
Maybe that's why I feel so alone
[Chorus]
'Cause me, I'm rusted and weathered
Barely holding together
I'm covered with skin that peels
And it just won't heal
I'm rusted and weathered
Barely holding together
I'm covered with skin that peels
And it just won't heal
[Post-Chorus]
No, it just won't heal, no, no, no
[Verse 3]
The sun shines and I can't avoid the light
I think I'm holding on to life too tight
Ashes to ashes and dust to dust
Sometimes I feel like giving up, yeah
I said, sometimes I feel like giving up
[Chorus]
'Cause me, I'm rusted and weathered
Barely holdin' together
I'm covered with skin that peels
And it just won't heal
I'm rusted and weathered
Barely holding together
I'm covered with skin that peels
And it just won't heal
[Post-Chorus]
It just won't heal, no
[Bridge]
The day reminds me of you
The night hides your truth
The earth is a voice
Speaking to you
Take all this pride
And leave it behind
'Cause one day it ends
One day we die
Believe what you will
That is your right
But I choose to win
I choose to fight
To fight
[Chorus/Outro]
'Cause me, I'm rusted and weathered
Barely holding together
I'm covered with skin that peels
And it just won't heal
I'm rusted and weathered
Barely holding together
I'm covered with skin that peels
And it just won't...
Covered with skin that peels
And it just won't...
Covered with skin that peels
And it just won't heal

",lie awake long dark night ca seem tame mind sling arrow killing inside maybe ca accept life mine maybe ca accept life mine simple living desperate cry trading love indifference yeah suit fine try hold calloused bone maybe feel alone yeah maybe feel alone rusted weathered barely holding together covered skin peel wo heal rusted weathered barely holding together covered skin peel wo heal wo heal sun shine ca avoid light think holding life tight ash ash dust dust sometimes feel like giving yeah said sometimes feel like giving rusted weathered barely holdin together covered skin peel wo heal rusted weathered barely holding together covered skin peel wo heal wo heal day reminds night hide truth earth voice speaking take pride leave behind one day end one day die believe right choose win choose fight fight rusted weathered barely holding together covered skin peel wo heal rusted weathered barely holding together covered skin peel wo covered skin peel wo covered skin peel wo heal
What If,Original,"
[Verse 1]
I can't find the rhyme in all my reason
Lost sense of time and all seasons
Feel I've been beaten down
By the words of men who have no grounds
Can't sleep beneath the trees of wisdom
When your ax has cut the roots that feed them
Forked tongues in bitter mouths
Can drive a man to bleed from inside out
[Chorus]
What if you did?
What if you lied?
What if I avenge?
What if eye for an eye?
[Verse 2]
I've seen the wicked fruit of your vine
Destroy the man who lacks a strong mind
Human pride sings a vengeful song
Inspired by the times you've been walked on
My stage is shared by many millions
Who lift their hands up high because they feel this
We are one, we are strong
The more you hold us down, the more we press on
[Chorus]
What if you did?
What if you lied?
What if I avenge?
What if eye for an eye?
[Bridge]
I know I can't hold my hate inside my mind
Because what consumes your thoughts controls your life
So I'll just ask a question, a lonely, simple question
I'll just ask one question
What if, what if, what if, what if, what if I?
What if, what if, what if, what if, what if I?
What if, what if, what if, what if, what if I?
What if, what if, what if, what if, what if I?
[Chorus]
What if you did?
What if you lied?
What if I avenge?
What if eye for an eye?
What if your words
Could be judged like a crime?
[Outro]
What if, what if, what if, what if, what if I?
What if, what if, what if, what if, what if I?
What if, what if, what if, what if, what if I?
What if, what if, what if, what if, what if I?

",ca find rhyme reason lost sense time season feel beaten word men ground ca sleep beneath tree wisdom ax cut root feed forked tongue bitter mouth drive man bleed inside lied avenge eye eye seen wicked fruit vine destroy man lack strong mind human pride sings vengeful song inspired time walked stage shared many million lift hand high feel one strong hold u press lied avenge eye eye know ca hold hate inside mind consumes thought control life ask question lonely simple question ask one question lied avenge eye eye word could judged like crime
